,close,ret
2020/5/19,2860.67,0.83
2020/5/18,2837.17,0.62
2020/5/15,2819.69,-0.52
2020/5/14,2834.53,-1.16
2020/5/13,2867.71,-0.07
2020/5/12,2869.6,-0.08
2020/5/11,2871.85,-0.04
2020/5/8,2873.01,0.65
2020/5/7,2854.42,-0.33
2020/5/6,2863.85,0.07
2020/4/30,2861.91,0.6
2020/4/29,2844.81,0.7
2020/4/28,2825.14,0.71
2020/4/27,2805.22,1.05
2020/4/24,2776.02,-0.77
2020/4/23,2797.66,-0.23
2020/4/22,2804.24,0.71
2020/4/21,2784.53,-1.25
2020/4/20,2819.79,0.38
2020/4/17,2809.08,1.47
2020/4/16,2768.26,0.14
2020/4/15,2764.49,-0.76
2020/4/14,2785.72,1.7
2020/4/13,2739.17,-0.39
2020/4/10,2749.85,-0.1
2020/4/9,2752.59,0.32
2020/4/8,2743.89,-0.49
2020/4/7,2757.41,1.79
2020/4/3,2708.82,-0.41
2020/4/2,2719.89,1.41
2020/4/1,2682.08,-0.27
2020/3/31,2689.38,-0.02
2020/3/30,2690.04,-0.42
2020/3/27,2701.44,0.45
2020/3/26,2689.28,-0.4
2020/3/25,2700.19,2.3
2020/3/24,2639.38,3.12
2020/3/23,2559.62,-2.62
2020/3/20,2628.42,2.28
2020/3/19,2569.79,-2.13
2020/3/18,2625.75,-2.23
2020/3/17,2685.59,-0.31
2020/3/16,2694.02,-3.74
2020/3/13,2798.77,-1.52
2020/3/12,2841.98,-1.61
2020/3/11,2888.36,-1.23
2020/3/10,2924.22,1.93
2020/3/9,2868.83,-3.24
2020/3/6,2964.83,-1.76
2020/3/5,3018.07,2.39
2020/3/4,2947.57,0.89
2020/3/3,2921.44,0.47
2020/3/2,2907.89,3.08
2020/2/28,2821.04,-3.12
2020/2/27,2912.04,0.36
2020/2/26,2901.67,-0.26
2020/2/25,2909.32,-0.71
2020/2/24,2930.03,-1.28
2020/2/21,2968.14,-0.34
2020/2/20,2978.18,1.86
2020/2/19,2923.76,-0.02
2020/2/18,2924.4,-0.87
2020/2/17,2950.07,1.9
2020/2/14,2895.06,0.68
2020/2/13,2875.48,-0.69
2020/2/12,2895.59,0.55
2020/2/11,2879.86,1.05
2020/2/10,2850.06,-0.06
2020/2/7,2851.71,-0.11
2020/2/6,2854.89,1.49
2020/2/5,2812.9,0.65
2020/2/4,2794.66,2.48
2020/2/3,2727.09,-7
2020/1/23,2932.49,-2.83
2020/1/22,3017.88,0.19
2020/1/21,3012.11,-1.76
2020/1/20,3065.99,0.42
2020/1/17,3053.17,0.33
2020/1/16,3043.09,-0.49
2020/1/15,3058.01,-0.73
2020/1/14,3080.6,-0.31
2020/1/13,3090.13,0.73
2020/1/10,3067.88,0.01
2020/1/9,3067.55,0.98
2020/1/8,3037.85,-1.18
2020/1/7,3074.02,0.56
2020/1/6,3056.84,-0.7
2020/1/3,3078.28,-0.41
2020/1/2,3090.83,0.9
2019/12/31,3063.22,0.02
2019/12/30,3062.75,1.49
2019/12/27,3017.78,0.2
2019/12/26,3011.64,0.86
2019/12/25,2986,-0.36
2019/12/24,2996.77,0.42
2019/12/23,2984.24,-0.94
2019/12/20,3012.63,-0.17
2019/12/19,3017.71,-0.27
2019/12/18,3025.78,-0.24
2019/12/17,3033.14,1.13
2019/12/16,2999.2,-0.24
2019/12/13,3006.31,2.32
2019/12/12,2938.04,-0.39
2019/12/11,2949.65,0.43
2019/12/10,2936.99,0.13
2019/12/9,2933.04,-0.23
2019/12/6,2939.82,0.61
2019/12/5,2921.95,0.72
2019/12/4,2901.07,-0.29
2019/12/3,2909.62,0.35
2019/12/2,2899.44,0.16
2019/11/29,2894.72,-1.22
2019/11/28,2930.48,-0.47
2019/11/27,2944.32,-0.08
2019/11/26,2946.57,-0.16
2019/11/25,2951.25,0.99
2019/11/22,2922.27,-0.92
2019/11/21,2949.34,-0.63
2019/11/20,2968.12,-1.09
2019/11/19,3000.75,0.66
2019/11/18,2980.95,0.89
2019/11/15,2954.7,-0.47
2019/11/14,2968.57,0.03
2019/11/13,2967.67,-0.12
2019/11/12,2971.36,0.19
2019/11/11,2965.71,-1.55
2019/11/8,3012.46,-0.69
2019/11/7,3033.3,0.02
2019/11/6,3032.79,-0.24
2019/11/5,3039.98,0.59
2019/11/4,3022.27,0.65
2019/11/1,3002.65,1.62
2019/10/31,2954.73,0.09
2019/10/30,2952.12,-0.54
2019/10/29,2968.28,-0.44
2019/10/28,2981.36,0.48
2019/10/25,2967.05,0.27
2019/10/24,2959.03,0.16
2019/10/23,2954.31,-0.64
2019/10/22,2973.22,0.15
2019/10/21,2968.91,0.19
2019/10/18,2963.18,-1.61
2019/10/17,3011.75,0.23
2019/10/16,3004.72,-0.35
2019/10/15,3015.42,0.06
2019/10/14,3013.53,1.02
2019/10/11,2983.12,1.44
2019/10/10,2940.8,0.61
2019/10/9,2922.98,0.02
2019/10/8,2922.35,0.85
2019/9/30,2897.7,-1.08
2019/9/27,2929.47,0.05
2019/9/26,2927.88,-0.03
2019/9/25,2928.84,-0.38
2019/9/24,2940.08,0.31
2019/9/23,2930.91,-1.1
2019/9/20,2963.43,0.22
2019/9/19,2956.83,0.08
2019/9/18,2954.36,0.59
2019/9/17,2937.01,-1.52
2019/9/16,2982.45,-0.57
2019/9/12,2999.56,1.43
2019/9/11,2957.14,-0.43
2019/9/10,2969.8,-0.4
2019/9/9,2981.59,0.02
2019/9/6,2981.07,0.85
2019/9/5,2955.84,1.24
2019/9/4,2919.68,0.95
2019/9/3,2892.18,-0.1
2019/9/2,2894.96,0.79
2019/8/30,2872.4,0.59
2019/8/29,2855.45,-0.4
2019/8/28,2867.03,-0.7
2019/8/27,2887.24,0.83
2019/8/26,2863.48,-1.85
2019/8/23,2917.38,1.37
2019/8/22,2878,0.31
2019/8/21,2869.22,-0.22
2019/8/20,2875.65,-0.05
2019/8/19,2877.23,1.88
2019/8/16,2824.23,0.35
2019/8/15,2814.39,0.36
2019/8/14,2804.36,0.41
2019/8/13,2792.91,-1.13
2019/8/12,2824.8,1.9
2019/8/9,2772.15,-0.53
2019/8/8,2786.87,1.44
2019/8/7,2747.25,-0.49
2019/8/6,2760.68,-0.93
2019/8/5,2786.72,-2.01
2019/8/2,2843.77,-1.53
2019/8/1,2887.87,-0.85
2019/7/31,2912.66,-1.07
2019/7/30,2944.03,0.46
2019/7/29,2930.49,-0.3
2019/7/26,2939.35,0.28
2019/7/25,2931.18,0.85
2019/7/24,2906.55,0.88
2019/7/23,2881.1,-0.03
2019/7/22,2881.9,-0.47
2019/7/19,2895.62,1.28
2019/7/18,2859.16,-0.55
2019/7/17,2875.03,-0.33
2019/7/16,2884.56,-0.62
2019/7/15,2902.61,0.02
2019/7/12,2902.13,0.5
2019/7/11,2887.83,0.31
2019/7/10,2878.78,-0.1
2019/7/9,2881.55,-0.55
2019/7/8,2897.51,-2.17
2019/7/5,2961.92,0.29
2019/7/4,2953.27,-0.39
2019/7/3,2964.73,-1.15
2019/7/2,2999.08,-0.13
2019/7/1,3002.94,2.47
2019/6/28,2930.6,-0.22
2019/6/27,2937.13,1.16
2019/6/26,2903.49,-0.23
2019/6/25,2910.12,-1.34
2019/6/24,2949.52,0.37
2019/6/21,2938.77,-0.13
2019/6/20,2942.63,3.51
2019/6/19,2842.74,1.29
2019/6/18,2806.45,0.46
2019/6/17,2793.7,0.29
2019/6/14,2785.61,-0.32
2019/6/13,2794.54,-0.08
2019/6/12,2796.73,-0.57
2019/6/11,2812.9,2.53
2019/6/10,2743.37,1.35
2019/6/6,2706.76,-0.47
2019/6/5,2719.59,-0.06
2019/6/4,2721.31,-0.79
2019/6/3,2743.06,0.52
2019/5/31,2728.95,-0.51
2019/5/30,2742.96,-0.47
2019/5/29,2755.81,0.25
2019/5/28,2748.8,0.97
2019/5/27,2722.33,0.75
2019/5/24,2702.03,0.6
2019/5/23,2685.93,-1.46
2019/5/22,2725.73,-0.51
2019/5/21,2739.79,0.9
2019/5/20,2715.43,-0.72
2019/5/17,2735.21,-2.01
2019/5/16,2791.41,0.28
2019/5/15,2783.54,2.16
2019/5/14,2724.73,-0.6
2019/5/13,2741.11,-1.88
2019/5/10,2793.76,3.52
2019/5/9,2698.78,-2.16
2019/5/8,2758.24,-1.71
2019/5/7,2806.26,0.04
2019/5/6,2805.04,-4.76
2019/4/30,2945.24,0.2
2019/4/29,2939.41,1.61
2019/4/26,2892.86,-1.2
2019/4/25,2928,-1.57
2019/4/24,2974.85,-0.13
2019/4/23,2978.85,0.28
2019/4/22,2970.49,-2.36
2019/4/19,3042.43,1.25
2019/4/18,3004.92,-0.41
2019/4/17,3017.42,-0.19
2019/4/16,3023.03,3.35
2019/4/15,2924.93,0.15
2019/4/12,2920.52,-0.27
2019/4/11,2928.43,-1.7
2019/4/10,2979.1,0.39
2019/4/9,2967.51,0.18
2019/4/8,2962.27,0.35
2019/4/4,2951.98,1.1
2019/4/3,2920,1.09
2019/4/2,2888.53,-0.14
2019/4/1,2892.62,1.91
2019/3/29,2838.51,3.82
2019/3/28,2733.97,-0.28
2019/3/27,2741.59,1.31
2019/3/26,2706.15,-0.44
2019/3/25,2718.18,-2.76
2019/3/22,2795.39,-0.27
2019/3/21,2802.96,-0.35
2019/3/20,2812.92,0.21
2019/3/19,2806.9,-0.65
2019/3/18,2825.18,2.52
2019/3/15,2755.81,0.98
2019/3/14,2729.13,0.19
2019/3/13,2723.96,0.15
2019/3/12,2719.77,0.41
2019/3/11,2708.6,0.86
2019/3/8,2685.59,-3.73
2019/3/7,2789.7,-1.78
2019/3/6,2840.27,0.4
2019/3/5,2828.87,-0.13
2019/3/4,2832.59,0.47
2019/3/1,2819.47,2.75
2019/2/28,2743.97,-0.23
2019/2/27,2750.34,0.6
2019/2/26,2733.9,-1.93
2019/2/25,2787.7,6.28
2019/2/22,2623.07,1.78
2019/2/21,2577.23,-0.42
2019/2/20,2588.17,0.35
2019/2/19,2579.05,-0.15
2019/2/18,2582.85,2.6
2019/2/15,2517.46,-2.28
2019/2/14,2576.31,-0.17
2019/2/13,2580.61,1.87
2019/2/12,2533.18,0.23
2019/2/11,2527.47,1.11
2019/2/1,2499.64,0.65
2019/1/31,2483.47,1.78
2019/1/30,2440.01,-0.65
2019/1/29,2455.9,0.77
2019/1/28,2437.03,-0.19
2019/1/25,2441.64,1.25
2019/1/24,2411.56,0.61
2019/1/23,2397.05,-0.17
2019/1/22,2401.23,-1.28
2019/1/21,2432.49,0.63
2019/1/18,2417.36,1.94
2019/1/17,2371.35,-0.41
2019/1/16,2381.22,0.12
2019/1/15,2378.37,2.03
2019/1/14,2331.14,-0.99
2019/1/11,2354.5,0.97
2019/1/10,2331.85,-0.04
2019/1/9,2332.72,1.2
2019/1/8,2305.17,-0.4
2019/1/7,2314.32,-0.01
2019/1/4,2314.65,2
2019/1/3,2269.24,0.29
2019/1/2,2262.79,-1.32
2018/12/28,2293.1,0.75
2018/12/27,2276.06,-0.24
2018/12/26,2281.56,-0.69
2018/12/25,2297.33,-0.52
2018/12/24,2309.23,0.13
2018/12/21,2306.15,-1.23
2018/12/20,2334.92,-1.46
2018/12/19,2369.55,-1.18
2018/12/18,2397.87,-1.16
2018/12/17,2425.94,0.11
2018/12/14,2423.38,-1.4
2018/12/13,2457.9,1.43
2018/12/12,2423.32,0.32
2018/12/11,2415.58,0.29
2018/12/10,2408.61,-0.91
2018/12/7,2430.72,-0.15
2018/12/6,2434.49,-1.91
2018/12/5,2481.79,-0.57
2018/12/4,2496.14,0.32
2018/12/3,2488.06,2.47
2018/11/30,2428.04,1.09
2018/11/29,2401.85,-0.8
2018/11/28,2421.13,1.12
2018/11/27,2394.29,-0.32
2018/11/26,2401.9,0.11
2018/11/23,2399.2,-1.58
2018/11/22,2437.64,-0.56
2018/11/21,2451.27,0.18
2018/11/20,2446.79,-1.82
2018/11/19,2492.08,1.24
2018/11/16,2461.44,0.09
2018/11/15,2459.14,1.2
2018/11/14,2429.99,-1.34
2018/11/13,2462.97,0.74
2018/11/12,2444.97,0.44
2018/11/9,2434.21,-2.08
2018/11/8,2486,0.15
2018/11/7,2482.33,-0.69
2018/11/6,2499.68,-0.47
2018/11/5,2511.59,-1.23
2018/11/2,2542.77,3.36
2018/11/1,2460.16,0.37
2018/10/31,2451.12,1.47
2018/10/30,2415.65,1.09
2018/10/29,2389.58,-3.21
2018/10/26,2468.91,-0.65
2018/10/25,2485.1,0.31
2018/10/24,2477.49,0.51
2018/10/23,2464.81,-2.97
2018/10/22,2540.15,3.84
2018/10/19,2446.32,3.26
2018/10/18,2369.07,-2.48
2018/10/17,2429.21,0.57
2018/10/16,2415.49,0.12
2018/10/15,2412.48,-1.29
2018/10/12,2444.13,2.24
2018/10/11,2390.5,-4.15
2018/10/10,2494.06,0.1
2018/10/9,2491.66,0.19
2018/10/8,2486.82,-4.6
2018/9/28,2606.67,1.21
2018/9/27,2575.45,-0.28
2018/9/26,2582.77,1.37
2018/9/25,2547.79,-1
2018/9/21,2573.6,3.46
2018/9/20,2487.42,0.01
2018/9/19,2487.08,1.15
2018/9/18,2458.77,2.45
2018/9/17,2399.88,-1.05
2018/9/14,2425.42,0.42
2018/9/13,2415.31,1.42
2018/9/12,2381.39,-0.72
2018/9/11,2398.77,-0.61
2018/9/10,2413.43,-0.99
2018/9/7,2437.68,0.9
2018/9/6,2416.03,-1.03
2018/9/5,2441.23,-2.37
2018/9/4,2500.44,1.4
2018/9/3,2465.88,-0.35
2018/8/31,2474.48,-0.19
2018/8/30,2479.21,-0.97
2018/8/29,2503.48,-0.31
2018/8/28,2511.15,-0.44
2018/8/27,2522.34,2.04
2018/8/24,2472,0.44
2018/8/23,2461.07,0.45
2018/8/22,2450.15,-0.09
2018/8/21,2452.38,1.8
2018/8/20,2409.13,1.47
2018/8/17,2374.17,-1.29
2018/8/16,2405.16,-0.15
2018/8/15,2408.72,-2.45
2018/8/14,2469.2,-0.38
2018/8/13,2478.51,-0.99
2018/8/10,2503.21,-0.06
2018/8/9,2504.62,2.35
2018/8/8,2447,-1.32
2018/8/7,2479.78,3.04
2018/8/6,2406.54,-0.29
2018/8/3,2413.5,-1.1
2018/8/2,2440.31,-2.01
2018/8/1,2490.25,-2.16
2018/7/31,2545.12,0.15
2018/7/30,2541.31,0.64
2018/7/27,2525.09,-0.23
2018/7/26,2530.99,-1.28
2018/7/25,2563.69,0
2018/7/24,2563.58,1.46
2018/7/23,2526.81,1.33
2018/7/20,2493.77,2.79
2018/7/19,2426.16,0.22
2018/7/18,2420.76,-0.4
2018/7/17,2430.44,-0.75
2018/7/16,2448.77,-1.13
2018/7/13,2476.86,0.09
2018/7/12,2474.62,1.74
2018/7/11,2432.28,-1.58
2018/7/10,2471.23,0
2018/7/9,2471.29,2.86
2018/7/6,2402.62,1.19
2018/7/5,2374.36,0.25
2018/7/4,2368.43,-0.86
2018/7/3,2388.98,0.11
2018/7/2,2386.38,-3.77
2018/6/29,2479.91,2.26
2018/6/28,2425.18,-1.12
2018/6/27,2452.64,-2.16
2018/6/26,2506.72,-1.17
2018/6/25,2536.46,-1.83
2018/6/22,2583.71,0.18
2018/6/21,2579.05,-0.74
2018/6/20,2598.33,-0.06
2018/6/19,2599.78,-2.56
2018/6/15,2667.98,-0.12
2018/6/14,2671.3,-0.01
2018/6/13,2671.63,-0.6
2018/6/12,2687.7,1.03
2018/6/11,2660.41,0.31
2018/6/8,2652.08,-1.6
2018/6/7,2695.24,0.11
2018/6/6,2692.18,-0.55
2018/6/5,2707.02,0.46
2018/6/4,2694.58,1.79
2018/6/1,2647.19,-0.42
2018/5/31,2658.29,2.01
2018/5/30,2605.9,-2.16
2018/5/29,2663.4,-0.37
2018/5/28,2673.2,0.45
2018/5/25,2661.29,-0.16
2018/5/24,2665.68,-0.67
2018/5/23,2683.69,-1.62
2018/5/22,2728,-0.65
2018/5/21,2745.8,0.19
2018/5/18,2740.53,1.47
2018/5/17,2700.88,-0.59
2018/5/16,2716.78,-1.24
2018/5/15,2750.83,-0.1
2018/5/14,2753.54,1.06
2018/5/11,2724.72,-0.17
2018/5/10,2729.4,0.45
2018/5/9,2717.24,-0.21
2018/5/8,2722.88,1.45
2018/5/7,2683.85,1.42
2018/5/4,2646.35,-0.66
2018/5/3,2663.98,0.42
2018/5/2,2652.73,-0.03
2018/4/27,2653.54,-0.47
2018/4/26,2666.02,-1.37
2018/4/25,2702.98,-0.73
2018/4/24,2722.85,2.17
2018/4/23,2664.92,0.66
2018/4/20,2647.38,-1.31
2018/4/19,2682.55,1.08
2018/4/18,2653.77,0.69
2018/4/17,2635.7,-1.09
2018/4/16,2664.7,-2.26
2018/4/13,2726.4,-0.85
2018/4/12,2749.7,-1.28
2018/4/11,2785.34,0.16
2018/4/10,2780.8,2.4
2018/4/9,2715.73,0.49
2018/4/4,2702.37,0.19
2018/4/3,2697.27,-0.52
2018/4/2,2711.37,-0.4
2018/3/30,2722.15,-0.61
2018/3/29,2738.79,1.63
2018/3/28,2694.83,-1.92
2018/3/27,2747.59,0.32
2018/3/26,2738.87,-1.88
2018/3/23,2791.47,-2.62
2018/3/22,2866.67,-0.95
2018/3/21,2894.18,-0.35
2018/3/20,2904.4,0.25
2018/3/19,2897.26,0.92
2018/3/16,2870.73,-0.84
2018/3/15,2894.98,0.82
2018/3/14,2871.33,-0.42
2018/3/13,2883.38,-0.9
2018/3/12,2909.58,0.05
2018/3/9,2908.2,0.34
2018/3/8,2898.25,0.7
2018/3/7,2878.15,-0.5
2018/3/6,2892.48,0.99
2018/3/5,2863.99,-0.01
2018/3/2,2864.18,-0.94
2018/3/1,2891.3,0.44
2018/2/28,2878.67,-1.65
2018/2/27,2927.1,-1.57
2018/2/26,2973.79,0.56
2018/2/23,2957.17,0.86
2018/2/22,2931.88,2.09
2018/2/14,2871.79,0.67
2018/2/13,2852.72,1.69
2018/2/12,2805.21,-0.17
2018/2/9,2810.03,-4.61
2018/2/8,2945.84,-2.76
2018/2/7,3029.6,-2.82
2018/2/6,3117.49,-2.01
2018/2/5,3181.34,1.01
2018/2/2,3149.64,0.27
2018/2/1,3141.23,0.78
2018/1/31,3116.83,1.22
2018/1/30,3079.12,-1.33
2018/1/29,3120.7,-1.64
2018/1/26,3172.78,0.49
2018/1/25,3157.46,-0.72
2018/1/24,3180.33,0.12
2018/1/23,3176.5,1.48
2018/1/22,3130.33,0.4
2018/1/19,3117.82,0.36
2018/1/18,3106.55,0.99
2018/1/17,3076.18,0.4
2018/1/16,3063.86,0.49
2018/1/15,3048.81,1
2018/1/12,3018.6,0.72
2018/1/11,2997.04,0.05
2018/1/10,2995.56,0.88
2018/1/9,2969.32,0.73
2018/1/8,2947.76,0.53
2018/1/5,2932.36,0.44
2018/1/4,2919.48,0.21
2018/1/3,2913.26,0.16
2018/1/2,2908.73,1.69
2017/12/29,2860.44,0.05
2017/12/28,2859.05,0.68
2017/12/27,2839.63,-1.89
2017/12/26,2894.34,0.49
2017/12/25,2880.1,-0.02
2017/12/22,2880.77,-0.5
2017/12/21,2895.37,0.55
2017/12/20,2879.64,0.23
2017/12/19,2873.03,1.55
2017/12/18,2829.06,0.32
2017/12/15,2820.17,-1.05
2017/12/14,2850.05,-0.8
2017/12/13,2872.94,0.8
2017/12/12,2850.2,-1.69
2017/12/11,2899.1,1.18
2017/12/8,2865.34,0.58
2017/12/7,2848.89,-0.93
2017/12/6,2875.73,-1.19
2017/12/5,2910.48,1.72
2017/12/4,2861.36,0.67
2017/12/1,2842.18,-0.74
2017/11/30,2863.45,-1.03
2017/11/29,2893.28,-0.13
2017/11/28,2897.11,-0.69
2017/11/27,2917.31,-0.66
2017/11/24,2936.83,-0.13
2017/11/23,2940.73,-2.38
2017/11/22,3012.36,0.84
2017/11/21,2987.17,1.56
2017/11/20,2941.15,0.08
2017/11/17,2938.8,2.06
2017/11/16,2879.4,1.03
2017/11/15,2850.05,-0.4
2017/11/14,2861.42,-0.42
2017/11/13,2873.51,0.39
2017/11/10,2862.34,1.04
2017/11/9,2832.96,0.46
2017/11/8,2819.96,-0.07
2017/11/7,2821.96,1.06
2017/11/6,2792.22,-0.29
2017/11/3,2800.47,0.23
2017/11/2,2794.1,0.17
2017/11/1,2789.4,-0.15
2017/10/31,2793.71,-0.55
2017/10/30,2809.11,-0.18
2017/10/27,2814.27,1.56
2017/10/26,2771.04,0.69
2017/10/25,2752.14,-0.05
2017/10/24,2753.65,0.71
2017/10/23,2734.37,-0.12
2017/10/20,2737.64,-0.67
2017/10/19,2756.04,0.11
2017/10/18,2753.01,1.08
2017/10/17,2723.53,-0.11
2017/10/16,2726.64,0.49
2017/10/13,2713.38,-0.18
2017/10/12,2718.35,0.4
2017/10/11,2707.52,0.44
2017/10/10,2695.54,0.13
2017/10/9,2692.08,0.74
2017/9/29,2672.33,0.41
2017/9/28,2661.28,-0.01
2017/9/27,2661.55,-0.65
2017/9/26,2678.99,-0.06
2017/9/25,2680.65,0.06
2017/9/22,2679.05,0.13
2017/9/21,2675.55,0.49
2017/9/20,2662.63,-0.3
2017/9/19,2670.69,-0.13
2017/9/18,2674.18,0.22
2017/9/15,2668.38,-0.17
2017/9/14,2672.84,-0.55
2017/9/13,2687.67,-0.18
2017/9/12,2692.54,0.67
2017/9/11,2674.75,-0.44
2017/9/8,2686.69,-0.19
2017/9/7,2691.83,-0.83
2017/9/6,2714.33,-0.57
2017/9/5,2729.85,0.68
2017/9/4,2711.35,0.05
2017/9/1,2710.12,-0.17
2017/8/31,2714.63,-0.5
2017/8/30,2728.23,-0.4
2017/8/29,2739.13,0.1
2017/8/28,2736.46,1.12
2017/8/25,2706.24,2.26
2017/8/24,2646.4,-0.5
2017/8/23,2659.78,0.62
2017/8/22,2643.5,1.02
2017/8/21,2616.82,0.14
2017/8/18,2613.26,0.35
2017/8/17,2604.08,0.35
2017/8/16,2595,-0.39
2017/8/15,2605.24,0.53
2017/8/14,2591.45,0.82
2017/8/11,2570.26,-1.57
